departement;Date;genre;chomage
 Charente; 2014,0; Femmes ; 10,4
 Cher; 2014,0; Femmes ; 10,0
 Corr�ze; 2014,0; Femmes ; 8,1
 C�te; 2014,0; Femmes ; 8,2
 C�tes; 2014,0; Femmes ; 8,7
 Creuse; 2014,0; Femmes ; 9,0
 Dordogne; 2014,0; Femmes ; 10,7
 Doubs; 2014,0; Femmes ; 9,0
 Dr�me; 2014,0; Femmes ; 11,2
 Eure; 2014,0; Femmes ; 10,6
 Eure; 2014,0; Femmes ; 9,5
 Finist�re; 2014,0; Femmes ; 8,7
 Gard; 2014,0; Femmes ; 13,8
 Haute; 2014,0; Femmes ; 10,5
 Gers; 2014,0; Femmes ; 7,8
 Gironde; 2014,0; Femmes ; 10,0
 H�rault; 2014,0; Femmes ; 13,6
 Ille; 2014,0; Femmes ; 7,6
 Indre; 2014,0; Femmes ; 9,1
 Indre; 2014,0; Femmes ; 8,8
 Is�re; 2014,0; Femmes ; 8,2
 Jura; 2014,0; Femmes ; 7,3
 Landes; 2014,0; Femmes ; 10,1
 Loir; 2014,0; Femmes ; 8,4
 Loire; 2014,0; Femmes ; 9,8
 Haute; 2014,0; Femmes ; 8,4
 Loire; 2014,0; Femmes ; 8,4
 Loiret; 2014,0; Femmes ; 9,7
 Lot; 2014,0; Femmes ; 9,0
 Lot; 2014,0; Femmes ; 10,0
 Loz�re; 2014,0; Femmes ; 5,5
 Maine; 2014,0; Femmes ; 9,4
 Manche; 2014,0; Femmes ; 8,2
 Marne; 2014,0; Femmes ; 9,6
 Haute; 2014,0; Femmes ; 9,7
 Mayenne; 2014,0; Femmes ; 6,6
 Meurthe; 2014,0; Femmes ; 9,1
 Meuse; 2014,0; Femmes ; 10,4
 Morbihan; 2014,0; Femmes ; 9,3
 Moselle; 2014,0; Femmes ; 10,2
 Ni�vre; 2014,0; Femmes ; 8,9
 Nord; 2014,0; Femmes ; 12,0
 Oise; 2014,0; Femmes ; 10,0
 Orne; 2014,0; Femmes ; 8,7
 Pas; 2014,0; Femmes ; 12,7
 Puy; 2014,0; Femmes ; 8,6
 Pyr�n�es; 2014,0; Femmes ; 8,7
 Hautes; 2014,0; Femmes ; 11,4
 Pyr�n�es; 2014,0; Femmes ; 14,3
 Bas; 2014,0; Femmes ; 8,3
 Haut; 2014,0; Femmes ; 9,4
 Rh�ne; 2014,0; Femmes ; 8,6
 Haute; 2014,0; Femmes ; 10,1
 Sa�ne; 2014,0; Femmes ; 9,1
 Sarthe; 2014,0; Femmes ; 9,6
 Savoie; 2014,0; Femmes ; 8,1
 Haute; 2014,0; Femmes ; 7,5
 Ville; 2014,0; Femmes ; 7,9
 Seine; 2014,0; Femmes ; 10,7
 Seine; 2014,0; Femmes ; 7,9
 Yvelines; 2014,0; Femmes ; 7,0
 Deux; 2014,0; Femmes ; 7,4
 Somme; 2014,0; Femmes ; 11,3
 Tarn; 2014,0; Femmes ; 10,6
 Tarn et Garonne; 2014,0; Femmes ; 11,6
 Var; 2014,0; Femmes ; 11,1
 Vaucluse; 2014,0; Femmes ; 12,8
 Vend�e; 2014,0; Femmes ; 8,8
 Vienne; 2014,0; Femmes ; 7,9
 Haute; 2014,0; Femmes ; 9,0
 Vosges; 2014,0; Femmes ; 11,3
 Yonne; 2014,0; Femmes ; 9,5
 Territoire de Belfort; 2014,0; Femmes ; 11,4
 Essonne; 2014,0; Femmes ; 7,3
 Hauts; 2014,0; Femmes ; 7,4
 Seine; 2014,0; Femmes ; 12,7
 Val; 2014,0; Femmes ; 8,5
 Val; 2014,0; Femmes ; 9,6
 Ain; 2013,0; Femmes ; 7,5
 Aisne; 2013,0; Femmes ; 14,3
 Allier; 2013,0; Femmes ; 10,1
 Alpes; 2013,0; Femmes ; 11,6
 Hautes; 2013,0; Femmes ; 9,1
 Alpes; 2013,0; Femmes ; 9,8
 Ard�che; 2013,0; Femmes ; 10,9
 Ardennes; 2013,0; Femmes ; 12,2
 Ari�ge; 2013,0; Femmes ; 12,5
 Aube; 2013,0; Femmes ; 11,9
 Aude; 2013,0; Femmes ; 14,1
 Aveyron; 2013,0; Femmes ; 7,6
 Bouches; 2013,0; Femmes ; 11,7
 Calvados; 2013,0; Femmes ; 9,2
 Cantal; 2013,0; Femmes ; 7,0
 Charente; 2013,0; Femmes ; 10,7
 Charente; 2013,0; Femmes ; 10,6
 Cher; 2013,0; Femmes ; 10,3
 Corr�ze; 2013,0; Femmes ; 8,3
 C�te; 2013,0; Femmes ; 8,5
 C�tes; 2013,0; Femmes ; 8,7
 Creuse; 2013,0; Femmes ; 9,6
 Dordogne; 2013,0; Femmes ; 11,0
 Doubs; 2013,0; Femmes ; 9,2
 Dr�me; 2013,0; Femmes ; 11,3
 Eure; 2013,0; Femmes ; 10,9
 Eure; 2013,0; Femmes ; 9,6
 Finist�re; 2013,0; Femmes ; 8,9
 Gard; 2013,0; Femmes ; 13,8
 Haute; 2013,0; Femmes ; 10,4
 Gers; 2013,0; Femmes ; 8,1
 Gironde; 2013,0; Femmes ; 10,1
 H�rault; 2013,0; Femmes ; 13,8
 Ille; 2013,0; Femmes ; 7,8
 Indre; 2013,0; Femmes ; 9,0
 Indre; 2013,0; Femmes ; 8,8
 Is�re; 2013,0; Femmes ; 8,4
 Jura; 2013,0; Femmes ; 7,5
 Landes; 2013,0; Femmes ; 10,3
 Loir; 2013,0; Femmes ; 8,6
 Loire; 2013,0; Femmes ; 10,0
 Haute; 2013,0; Femmes ; 8,7
 Loire; 2013,0; Femmes ; 8,4
 Loiret; 2013,0; Femmes ; 9,7
 Lot; 2013,0; Femmes ; 9,3
 Lot; 2013,0; Femmes ; 10,2
 Loz�re; 2013,0; Femmes ; 5,8
 Maine; 2013,0; Femmes ; 9,4
 Manche; 2013,0; Femmes ; 8,5
 Marne; 2013,0; Femmes ; 9,8
 Haute; 2013,0; Femmes ; 10,0
 Mayenne; 2013,0; Femmes ; 6,8
 Meurthe; 2013,0; Femmes ; 9,4
 Meuse; 2013,0; Femmes ; 11,0
 Morbihan; 2013,0; Femmes ; 9,3
 Moselle; 2013,0; Femmes ; 10,4
 Ni�vre; 2013,0; Femmes ; 9,4
 Nord; 2013,0; Femmes ; 12,5
 Oise; 2013,0; Femmes ; 10,4
 Orne; 2013,0; Femmes ; 8,9
 Pas; 2013,0; Femmes ; 13,3
 Puy; 2013,0; Femmes ; 8,7
 Pyr�n�es; 2013,0; Femmes ; 8,8
 Hautes; 2013,0; Femmes ; 11,6
 Pyr�n�es; 2013,0; Femmes ; 14,1
 Bas; 2013,0; Femmes ; 8,4
 Haut; 2013,0; Femmes ; 9,5
 Rh�ne; 2013,0; Femmes ; 8,8
 Haute; 2013,0; Femmes ; 10,3
 Sa�ne; 2013,0; Femmes ; 9,4
 Sarthe; 2013,0; Femmes ; 9,7
 Savoie; 2013,0; Femmes ; 8,2
 Haute; 2013,0; Femmes ; 7,6
 Ville; 2013,0; Femmes ; 7,9
 Seine; 2013,0; Femmes ; 11,0
 Seine; 2013,0; Femmes ; 7,9
 Yvelines; 2013,0; Femmes ; 7,0
 Deux; 2013,0; Femmes ; 7,6
 Somme; 2013,0; Femmes ; 11,8
 Tarn; 2013,0; Femmes ; 10,9
 Tarn et Garonne; 2013,0; Femmes ; 11,8
 Var; 2013,0; Femmes ; 11,2
 Vaucluse; 2013,0; Femmes ; 12,8
 Vend�e; 2013,0; Femmes ; 8,8
 Vienne; 2013,0; Femmes ; 8,2
 Haute; 2013,0; Femmes ; 9,2
 Vosges; 2013,0; Femmes ; 11,6
 Yonne; 2013,0; Femmes ; 9,7
 Territoire de Belfort; 2013,0; Femmes ; 11,6
 Essonne; 2013,0; Femmes ; 7,3
 Hauts; 2013,0; Femmes ; 7,4
 Seine; 2013,0; Femmes ; 12,6
 Val; 2013,0; Femmes ; 8,4
 Val; 2013,0; Femmes ; 9,7
 Ain; 2012,0; Femmes ; 7,2
 Aisne; 2012,0; Femmes ; 13,8
 Allier; 2012,0; Femmes ; 9,7
 Alpes; 2012,0; Femmes ; 11,2
 Hautes; 2012,0; Femmes ; 8,5
 Alpes; 2012,0; Femmes ; 9,2
 Ard�che; 2012,0; Femmes ; 10,4
 Ardennes; 2012,0; Femmes ; 11,7
 Ari�ge; 2012,0; Femmes ; 11,8
 Aube; 2012,0; Femmes ; 10,9
 Aude; 2012,0; Femmes ; 13,4
 Aveyron; 2012,0; Femmes ; 6,8
 Bouches; 2012,0; Femmes ; 11,6
 Calvados; 2012,0; Femmes ; 8,9
 Cantal; 2012,0; Femmes ; 6,7
 Charente; 2012,0; Femmes ; 10,5
 Charente; 2012,0; Femmes ; 10,1
 Cher; 2012,0; Femmes ; 9,8
 Corr�ze; 2012,0; Femmes ; 7,7
 C�te; 2012,0; Femmes ; 8,0
 C�tes; 2012,0; Femmes ; 8,1
 Creuse; 2012,0; Femmes ; 9,3
 Dordogne; 2012,0; Femmes ; 10,7
 Doubs; 2012,0; Femmes ; 8,8
 Dr�me; 2012,0; Femmes ; 10,9
 Eure; 2012,0; Femmes ; 10,4
 Eure; 2012,0; Femmes ; 9,1
 Finist�re; 2012,0; Femmes ; 8,5
 Gard; 2012,0; Femmes ; 13,1
 Haute; 2012,0; Femmes ; 10,1
 Gers; 2012,0; Femmes ; 7,5
 Gironde; 2012,0; Femmes ; 9,9
 H�rault; 2012,0; Femmes ; 13,1
 Ille; 2012,0; Femmes ; 7,4
 Indre; 2012,0; Femmes ; 8,6
 Indre; 2012,0; Femmes ; 8,2
 Is�re; 2012,0; Femmes ; 8,2
 Jura; 2012,0; Femmes ; 7,1
 Landes; 2012,0; Femmes ; 9,8
 Loir; 2012,0; Femmes ; 8,0
 Loire; 2012,0; Femmes ; 9,5
 Haute; 2012,0; Femmes ; 8,3
 Loire; 2012,0; Femmes ; 8,0
 Loiret; 2012,0; Femmes ; 9,2
 Lot; 2012,0; Femmes ; 9,2
 Lot; 2012,0; Femmes ; 9,9
 Loz�re; 2012,0; Femmes ; 5,5
 Maine; 2012,0; Femmes ; 8,8
 Manche; 2012,0; Femmes ; 8,2
 Marne; 2012,0; Femmes ; 9,1
 Haute; 2012,0; Femmes ; 9,4
 Mayenne; 2012,0; Femmes ; 6,4
 Meurthe; 2012,0; Femmes ; 9,0
 Meuse; 2012,0; Femmes ; 10,7
 Morbihan; 2012,0; Femmes ; 8,7
 Moselle; 2012,0; Femmes ; 9,7
 Ni�vre; 2012,0; Femmes ; 9,1
 Nord; 2012,0; Femmes ; 12,2
 Oise; 2012,0; Femmes ; 9,7
 Orne; 2012,0; Femmes ; 8,7
 Pas; 2012,0; Femmes ; 12,9
 Puy; 2012,0; Femmes ; 8,5
 Pyr�n�es; 2012,0; Femmes ; 8,5
 Hautes; 2012,0; Femmes ; 11,1
 Pyr�n�es; 2012,0; Femmes ; 13,5
 Bas; 2012,0; Femmes ; 8,0
 Haut; 2012,0; Femmes ; 9,1
 Rh�ne; 2012,0; Femmes ; 8,5
 Haute; 2012,0; Femmes ; 9,6
 Sa�ne; 2012,0; Femmes ; 9,2
 Sarthe; 2012,0; Femmes ; 9,1
 Savoie; 2012,0; Femmes ; 7,9
 Haute; 2012,0; Femmes ; 7,3
 Ville; 2012,0; Femmes ; 7,8
 Seine; 2012,0; Femmes ; 10,5
 Seine; 2012,0; Femmes ; 7,4
 Yvelines; 2012,0; Femmes ; 6,7
 Deux; 2012,0; Femmes ; 7,4
 Somme; 2012,0; Femmes ; 11,3
 Tarn; 2012,0; Femmes ; 10,6
 Tarn et Garonne; 2012,0; Femmes ; 11,2
 Var; 2012,0; Femmes ; 10,9
 Vaucluse; 2012,0; Femmes ; 12,4
 Vend�e; 2012,0; Femmes ; 8,2
 Vienne; 2012,0; Femmes ; 7,9
 Haute; 2012,0; Femmes ; 8,8
 Vosges; 2012,0; Femmes ; 11,0
 Yonne; 2012,0; Femmes ; 9,5
 Territoire de Belfort; 2012,0; Femmes ; 10,7
 Essonne; 2012,0; Femmes ; 6,9
 Hauts; 2012,0; Femmes ; 7,2
 Seine; 2012,0; Femmes ; 11,9
 Val; 2012,0; Femmes ; 7,9
 Val; 2012,0; Femmes ; 9,2
 Ain; 2011,0; Femmes ; 6,8
 Aisne; 2011,0; Femmes ; 13,3
 Allier; 2011,0; Femmes ; 9,3
 Alpes; 2011,0; Femmes ; 10,5
 Hautes; 2011,0; Femmes ; 8,3
 Alpes; 2011,0; Femmes ; 8,8
 Ard�che; 2011,0; Femmes ; 9,8
 Ardennes; 2011,0; Femmes ; 11,2
 Ari�ge; 2011,0; Femmes ; 11,1
 Aube; 2011,0; Femmes ; 10,2
 Aude; 2011,0; Femmes ; 13,0
 Aveyron; 2011,0; Femmes ; 6,4
 Bouches; 2011,0; Femmes ; 11,7
 Calvados; 2011,0; Femmes ; 8,7
 Cantal; 2011,0; Femmes ; 6,4
 Charente; 2011,0; Femmes ; 9,9
 Charente; 2011,0; Femmes ; 9,9
 Cher; 2011,0; Femmes ; 9,5
 Corr�ze; 2011,0; Femmes ; 7,0
 C�te; 2011,0; Femmes ; 7,5
 C�tes; 2011,0; Femmes ; 7,8
 Creuse; 2011,0; Femmes ; 9,0
 Dordogne; 2011,0; Femmes ; 10,1
 Doubs; 2011,0; Femmes ; 8,8
 Dr�me; 2011,0; Femmes ; 10,5
 Eure; 2011,0; Femmes ; 9,9
 Eure; 2011,0; Femmes ; 8,7
 Finist�re; 2011,0; Femmes ; 8,1
 Gard; 2011,0; Femmes ; 12,8
 Haute; 2011,0; Femmes ; 9,8
 Gers; 2011,0; Femmes ; 7,3
 Gironde; 2011,0; Femmes ; 9,6
 H�rault; 2011,0; Femmes ; 12,6
 Ille; 2011,0; Femmes ; 6,9
 Indre; 2011,0; Femmes ; 8,3
 Indre; 2011,0; Femmes ; 7,8
 Is�re; 2011,0; Femmes ; 8,1
 Jura; 2011,0; Femmes ; 7,0
 Landes; 2011,0; Femmes ; 9,4
 Loir; 2011,0; Femmes ; 7,7
 Loire; 2011,0; Femmes ; 9,2
 Haute; 2011,0; Femmes ; 7,7
 Loire; 2011,0; Femmes ; 7,9
 Loiret; 2011,0; Femmes ; 8,7
 Lot; 2011,0; Femmes ; 8,7
 Lot; 2011,0; Femmes ; 9,6
 Loz�re; 2011,0; Femmes ; 5,3
 Maine; 2011,0; Femmes ; 8,4
 Manche; 2011,0; Femmes ; 8,3
 Marne; 2011,0; Femmes ; 8,7
 Haute; 2011,0; Femmes ; 9,1
 Mayenne; 2011,0; Femmes ; 5,9
 Meurthe; 2011,0; Femmes ; 8,7
 Meuse; 2011,0; Femmes ; 10,3
 Morbihan; 2011,0; Femmes ; 8,3
 Moselle; 2011,0; Femmes ; 9,6
 Ni�vre; 2011,0; Femmes ; 9,0
 Nord; 2011,0; Femmes ; 12,2
 Oise; 2011,0; Femmes ; 9,6
 Orne; 2011,0; Femmes ; 8,5
 Pas; 2011,0; Femmes ; 12,6
 Puy; 2011,0; Femmes ; 8,4
 Pyr�n�es; 2011,0; Femmes ; 8,2
 Hautes; 2011,0; Femmes ; 10,6
 Pyr�n�es; 2011,0; Femmes ; 12,6
 Bas; 2011,0; Femmes ; 7,8
 Haut; 2011,0; Femmes ; 8,9
 Rh�ne; 2011,0; Femmes ; 8,2
 Haute; 2011,0; Femmes ; 9,0
 Sa�ne; 2011,0; Femmes ; 8,9
 Sarthe; 2011,0; Femmes ; 8,7
 Savoie; 2011,0; Femmes ; 7,9
 Haute; 2011,0; Femmes ; 7,1
 Ville; 2011,0; Femmes ; 7,9
 Seine; 2011,0; Femmes ; 10,4
 Seine; 2011,0; Femmes ; 7,2
 Yvelines; 2011,0; Femmes ; 6,6
 Deux; 2011,0; Femmes ; 7,0
 Somme; 2011,0; Femmes ; 11,0
 Tarn; 2011,0; Femmes ; 10,4
 Tarn et Garonne; 2011,0; Femmes ; 10,9
 Var; 2011,0; Femmes ; 10,9
 Vaucluse; 2011,0; Femmes ; 12,1
 Vend�e; 2011,0; Femmes ; 7,9
 Vienne; 2011,0; Femmes ; 7,8
 Haute; 2011,0; Femmes ; 8,6
 Vosges; 2011,0; Femmes ; 10,4
 Yonne; 2011,0; Femmes ; 9,1
 Territoire de Belfort; 2011,0; Femmes ; 10,3
 Essonne; 2011,0; Femmes ; 6,7
 Hauts; 2011,0; Femmes ; 7,0
 Seine; 2011,0; Femmes ; 11,5
 Val; 2011,0; Femmes ; 7,8
 Val; 2011,0; Femmes ; 9,0
 Ain; 2010,0; Femmes ; 7,1
 Aisne; 2010,0; Femmes ; 12,9
 Allier; 2010,0; Femmes ; 9,3
 Alpes; 2010,0; Femmes ; 10,2
 Hautes; 2010,0; Femmes ; 7,9
 Alpes; 2010,0; Femmes ; 8,6
 Ard�che; 2010,0; Femmes ; 9,9
 Ardennes; 2010,0; Femmes ; 11,1
 Ari�ge; 2010,0; Femmes ; 10,9
 Aube; 2010,0; Femmes ; 9,5
 Aude; 2010,0; Femmes ; 12,6
 Aveyron; 2010,0; Femmes ; 6,6
 Bouches; 2010,0; Femmes ; 11,5
 Calvados; 2010,0; Femmes ; 8,7
 Cantal; 2010,0; Femmes ; 6,1
 Charente; 2010,0; Femmes ; 9,7
 Charente; 2010,0; Femmes ; 10,0
 Cher; 2010,0; Femmes ; 9,4
 Corr�ze; 2010,0; Femmes ; 6,8
 C�te; 2010,0; Femmes ; 7,6
 C�tes; 2010,0; Femmes ; 7,7
 Creuse; 2010,0; Femmes ; 8,4
 Dordogne; 2010,0; Femmes ; 9,6
 Doubs; 2010,0; Femmes ; 9,4
 Dr�me; 2010,0; Femmes ; 10,4
 Eure; 2010,0; Femmes ; 9,7
 Eure; 2010,0; Femmes ; 8,7
 Finist�re; 2010,0; Femmes ; 8,2
 Gard; 2010,0; Femmes ; 12,7
 Haute; 2010,0; Femmes ; 9,7
 Gers; 2010,0; Femmes ; 7,1
 Gers; 2010,0; Hommes ; 6,3
 Gironde; 2010,0; Hommes ; 8,4
 H�rault; 2010,0; Hommes ; 12,7
 Ille; 2010,0; Hommes ; 7,0
 Indre; 2010,0; Hommes ; 7,7
 Indre; 2010,0; Hommes ; 7,8
 Is�re; 2010,0; Hommes ; 7,5
 Jura; 2010,0; Hommes ; 7,3
 Landes; 2010,0; Hommes ; 7,2
 Loir; 2010,0; Hommes ; 7,9
 Loire; 2010,0; Hommes ; 8,8
 Haute; 2010,0; Hommes ; 6,7
 Loire; 2010,0; Hommes ; 7,9
 Loiret; 2010,0; Hommes ; 8,2
 Lot; 2010,0; Hommes ; 8,1
 Lot; 2010,0; Hommes ; 9,0
 Loz�re; 2010,0; Hommes ; 4,7
 Maine; 2010,0; Hommes ; 7,5
 Manche; 2010,0; Hommes ; 7,4
 Marne; 2010,0; Hommes ; 8,0
 Haute; 2010,0; Hommes ; 8,0
 Mayenne; 2010,0; Hommes ; 5,8
 Meurthe; 2010,0; Hommes ; 9,2
 Meuse; 2010,0; Hommes ; 9,0
 Morbihan; 2010,0; Hommes ; 7,8
 Moselle; 2010,0; Hommes ; 9,4
 Ni�vre; 2010,0; Hommes ; 9,0
 Nord; 2010,0; Hommes ; 12,4
 Oise; 2010,0; Hommes ; 8,8
 Orne; 2010,0; Hommes ; 8,7
 Pas; 2010,0; Hommes ; 11,7
 Puy; 2010,0; Hommes ; 8,0
 Pyr�n�es; 2010,0; Hommes ; 7,3
 Hautes; 2010,0; Hommes ; 9,4
 Pyr�n�es; 2010,0; Hommes ; 12,2
 Bas; 2010,0; Hommes ; 8,1
 Haut; 2010,0; Hommes ; 8,8
 Rh�ne; 2010,0; Hommes ; 8,5
 Haute; 2010,0; Hommes ; 8,0
 Sa�ne; 2010,0; Hommes ; 8,1
 Sarthe; 2010,0; Hommes ; 8,3
 Savoie; 2010,0; Hommes ; 6,8
 Haute; 2010,0; Hommes ; 8,5
 Haute; 2010,0; Hommes ; 6,9
 Ville; 2010,0; Hommes ; 8,0
 Seine; 2010,0; Hommes ; 10,1
 Seine; 2010,0; Hommes ; 6,9
 Yvelines; 2010,0; Hommes ; 6,5
 Deux; 2010,0; Hommes ; 6,5
 Somme; 2010,0; Hommes ; 10,5
 Tarn; 2010,0; Hommes ; 9,3
 Tarn et Garonne; 2010,0; Hommes ; 8,8
 Var; 2010,0; Hommes ; 9,4
 Vaucluse; 2010,0; Hommes ; 10,2
 Vend�e; 2010,0; Hommes ; 6,7
 Vienne; 2010,0; Hommes ; 7,9
 Vosges; 2010,0; Hommes ; 9,8
 Yonne; 2010,0; Hommes ; 8,6
 Territoire de Belfort; 2010,0; Hommes ; 9,7
 Essonne; 2010,0; Hommes ; 6,5
 Hauts; 2010,0; Hommes ; 7,1
 Seine; 2010,0; Hommes ; 10,9
 Val; 2010,0; Hommes ; 7,7
 Val; 2010,0; Hommes ; 9,0
 Ain; 2009,0; Hommes ; 6,6
 Aisne; 2009,0; Hommes ; 12,0
 Allier; 2009,0; Hommes ; 9,1
 Alpes; 2009,0; Hommes ; 9,1
 Hautes; 2009,0; Hommes ; 7,0
 Alpes; 2009,0; Hommes ; 8,4
 Ard�che; 2009,0; Hommes ; 8,9
 Ardennes; 2009,0; Hommes ; 11,5
 Ari�ge; 2009,0; Hommes ; 9,7
 Aube; 2009,0; Hommes ; 9,0
 Aude; 2009,0; Hommes ; 10,7
 Aveyron; 2009,0; Hommes ; 6,0
 Bouches; 2009,0; Hommes ; 10,8
 Calvados; 2009,0; Hommes ; 8,9
 Cantal; 2009,0; Hommes ; 5,2
 Charente; 2009,0; Hommes ; 8,5
 Charente; 2009,0; Hommes ; 9,4
 Cher; 2009,0; Hommes ; 8,2
 Corr�ze; 2009,0; Hommes ; 6,3
 C�te; 2009,0; Hommes ; 7,1
 C�tes; 2009,0; Hommes ; 7,1
 Creuse; 2009,0; Hommes ; 7,9
 Dordogne; 2009,0; Hommes ; 8,4
 Doubs; 2009,0; Hommes ; 9,3
 Dr�me; 2009,0; Hommes ; 9,0
 Eure; 2009,0; Hommes ; 8,8
 Eure; 2009,0; Hommes ; 8,0
 Finist�re; 2009,0; Hommes ; 7,6
 Gard; 2009,0; Hommes ; 11,3
 Haute; 2009,0; Hommes ; 8,3
 Gers; 2009,0; Hommes ; 6,0
 Gironde; 2009,0; Hommes ; 8,2
 H�rault; 2009,0; Hommes ; 12,7
 Ille; 2009,0; Hommes ; 7,1
 Indre; 2009,0; Hommes ; 7,7
 Indre; 2009,0; Hommes ; 7,8
 Is�re; 2009,0; Hommes ; 7,7
 Jura; 2009,0; Hommes ; 7,7
 Landes; 2009,0; Hommes ; 7,1
 Loir; 2009,0; Hommes ; 8,2
 Loire; 2009,0; Hommes ; 9,3
 Haute; 2009,0; Hommes ; 6,9
 Loire; 2009,0; Hommes ; 7,8
 Loiret; 2009,0; Hommes ; 7,9
 Lot; 2009,0; Hommes ; 7,9
 Lot; 2009,0; Hommes ; 8,6
 Loz�re; 2009,0; Hommes ; 4,6
 Maine; 2009,0; Hommes ; 7,7
 Manche; 2009,0; Hommes ; 7,6
 Marne; 2009,0; Hommes ; 8,2
 Haute; 2009,0; Hommes ; 8,9
 Mayenne; 2009,0; Hommes ; 6,0
 Meurthe; 2009,0; Hommes ; 9,2
 Meuse; 2009,0; Hommes ; 9,1
 Morbihan; 2009,0; Hommes ; 7,9
 Moselle; 2009,0; Hommes ; 9,7
 Ni�vre; 2009,0; Hommes ; 8,9
 Nord; 2009,0; Hommes ; 12,5
 Oise; 2009,0; Hommes ; 8,7
 Orne; 2009,0; Hommes ; 8,9
 Pas; 2009,0; Hommes ; 12,0
 Puy; 2009,0; Hommes ; 8,0
 Pyr�n�es; 2009,0; Hommes ; 7,3
 Hautes; 2009,0; Hommes ; 9,4
 Pyr�n�es; 2009,0; Hommes ; 11,9
 Bas; 2009,0; Hommes ; 8,1
 Haut; 2009,0; Hommes ; 8,9
 Rh�ne; 2009,0; Hommes ; 8,5
 Haute; 2009,0; Hommes ; 8,7
 Sa�ne; 2009,0; Hommes ; 8,0
 Sarthe; 2009,0; Hommes ; 8,5
 Savoie; 2009,0; Hommes ; 6,9
 Haute; 2009,0; Hommes ; 8,3
 Haute; 2009,0; Hommes ; 7,1
 Ville; 2009,0; Hommes ; 7,9
 Seine; 2009,0; Hommes ; 10,2
 Seine; 2009,0; Hommes ; 6,9
 Yvelines; 2009,0; Hommes ; 6,4
 Deux; 2009,0; Hommes ; 6,5
 Somme; 2009,0; Hommes ; 10,7
 Tarn; 2009,0; Hommes ; 9,2
 Tarn et Garonne; 2009,0; Hommes ; 8,4
 Var; 2009,0; Hommes ; 9,4
 Vaucluse; 2009,0; Hommes ; 9,8
 Vend�e; 2009,0; Hommes ; 7,0
 Vienne; 2009,0; Hommes ; 7,9
 Vosges; 2009,0; Hommes ; 10,2
 Yonne; 2009,0; Hommes ; 8,5
 Territoire de Belfort; 2009,0; Hommes ; 9,9
 Essonne; 2009,0; Hommes ; 6,4
 Hauts; 2009,0; Hommes ; 7,0
 Seine; 2009,0; Hommes ; 10,6
 Val; 2009,0; Hommes ; 7,5
 Val; 2009,0; Hommes ; 8,9
 Ain; 2008,0; Hommes ; 4,2
 Aisne; 2008,0; Hommes ; 9,3
 Allier; 2008,0; Hommes ; 6,8
 Alpes; 2008,0; Hommes ; 7,7
 Hautes; 2008,0; Hommes ; 5,9
 Alpes; 2008,0; Hommes ; 6,6
 Ard�che; 2008,0; Hommes ; 7,3
 Ardennes; 2008,0; Hommes ; 9,0
 Ari�ge; 2008,0; Hommes ; 7,5
 Aube; 2008,0; Hommes ; 7,3
 Aude; 2008,0; Hommes ; 8,9
 Aveyron; 2008,0; Hommes ; 4,6
 Bouches; 2008,0; Hommes ; 9,1
 Calvados; 2008,0; Hommes ; 6,8
 Cantal; 2008,0; Hommes ; 4,3
 Charente; 2008,0; Hommes ; 6,7
 Charente; 2008,0; Hommes ; 7,1
 Cher; 2008,0; Hommes ; 6,2
 Corr�ze; 2008,0; Hommes ; 4,6
 C�te; 2008,0; Hommes ; 5,2
 C�tes; 2008,0; Hommes ; 5,5
 Creuse; 2008,0; Hommes ; 6,4
 Dordogne; 2008,0; Hommes ; 6,6
 Doubs; 2008,0; Hommes ; 6,5
 Dr�me; 2008,0; Hommes ; 7,4
 Eure; 2008,0; Hommes ; 6,5
 Eure; 2008,0; Hommes ; 6,0
 Finist�re; 2008,0; Hommes ; 5,9
 Gard; 2008,0; Hommes ; 9,5
 Haute; 2008,0; Hommes ; 6,6
 Gers; 2008,0; Hommes ; 4,6
 Gironde; 2008,0; Hommes ; 6,6
 H�rault; 2008,0; Hommes ; 10,4
 Ille; 2008,0; Hommes ; 5,0
 Indre; 2008,0; Hommes ; 5,6
 Indre; 2008,0; Hommes ; 5,8
 Is�re; 2008,0; Hommes ; 5,4
 Jura; 2008,0; Hommes ; 5,3
 Landes; 2008,0; Hommes ; 5,5
 Loir; 2008,0; Hommes ; 5,9
 Loire; 2008,0; Hommes ; 6,7
 Haute; 2008,0; Hommes ; 5,3
 Loire; 2008,0; Hommes ; 5,6
 Loiret; 2008,0; Hommes ; 5,8
 Lot; 2008,0; Hommes ; 6,1
 Lot; 2008,0; Hommes ; 6,9
 Loz�re; 2008,0; Hommes ; 3,8
 Maine; 2008,0; Hommes ; 5,5
 Manche; 2008,0; Hommes ; 5,7
 Marne; 2008,0; Hommes ; 6,5
 Haute; 2008,0; Hommes ; 6,3
 Mayenne; 2008,0; Hommes ; 4,1
 Meurthe; 2008,0; Hommes ; 6,9
 Meuse; 2008,0; Hommes ; 6,8
 Morbihan; 2008,0; Hommes ; 5,8
 Moselle; 2008,0; Hommes ; 6,6
 Ni�vre; 2008,0; Hommes ; 6,7
 Nord; 2008,0; Hommes ; 10,0
 Oise; 2008,0; Hommes ; 6,3
 Orne; 2008,0; Hommes ; 6,7
 Pas; 2008,0; Hommes ; 10,0
